Identificador Gr�fic intern;captive;comments_count;community_taxon_id;created_at;delta;description;iconic_taxon_id;id;id_please;identifications_count;location_is_exact;map_scale;mappable;num_identification_agreements;num_identification_disagreements;observation_photos_count;observation_sounds_count;observed_on;observed_on_string;place_guess;positional_accuracy;public_positional_accuracy;quality_grade;species_guess;taxon_id;time_observed_at;time_zone;updated_at;uri;user_id;uuid;zic_time_zone;user_login;iconic_taxon_name;created_at_utc;updated_at_utc;time_observed_at_utc;coordinates_obscured;Fenofase;project_id_0;project_title_0;photo_id_0;photo_large_url_0;photo_attribution_0;photo_id_1;photo_large_url_1;photo_attribution_1;photo_id_2;photo_large_url_2;photo_attribution_2;photo_id_3;photo_large_url_3;photo_attribution_3;taxon_name;taxon_rank;identif_created_at_0;identif_current_0;identif_id_0;identif_created_at_1;identif_current_1;identif_id_1;oauth_application_id;Codi del punt d'observaci�;Identificador d'individu;Codi de l'observador;identif_created_at_2;identif_current_2;identif_id_2;identif_created_at_3;identif_current_3;identif_id_3;positioning_device;positioning_method;out_of_range;photo_id_4;photo_large_url_4;photo_attribution_4;photo_id_5;photo_large_url_5;photo_attribution_5;photo_id_6;photo_large_url_6;photo_attribution_6;project_id_1;project_title_1;project_id_2;project_title_2;Fecha de la identificaci�n (dwc);Calle o plaza;identif_created_at_4;identif_current_4;identif_id_4;identif_created_at_5;identif_current_5;identif_id_5;Altitud;Nom vulgar;H�bitat o ecosistema;Zona protegida;project_id_3;project_title_3;identif_taxon_change_id_2;identif_updated_at_2;identif_user_id_2;identif_user_login_2;identif_user_name_2;identif_taxon_name_2;identif_taxon_rank_2;identif_taxon_change_id_3;identif_updated_at_3;identif_user_id_3;identif_user_login_3;identif_user_name_3;identif_taxon_name_3;identif_taxon_rank_3;geoprivacy;Si �s planta: tipus de fulla;Si �s planta: tipus de dispersi� de les llavors;identif_created_at_6;identif_current_6;identif_id_6;Enlace a la foto;usuario externo;Estadio;Comunidad aut�noma;Nombre del paraje;site_id;cached_votes_total;last_indexed_at;captive_flag;faves_count;Centre/Entitat;Identificador de l'individu observat;owners_identification_from_vision;taxon_geoprivacy;longitude;latitude
197;F;0;300;2019-06-03T06:22:16-05:00;F;CAT - Ar� blanc finalitzant la floraci�--ESP - Majuelo finalizando la floraci�n--ENG - Hawthorn finishing flowering;12;208175;F;2;F;14;T;1;0;1;0;26/04/2019;26/04/2019;Sant Feliu de Llobregat-Torreblanca;99;99;research;Crataegus monogyna;300;;Madrid;2019-09-30T17:22:34-05:00;http://natusfera.gbif.es/observations/208175;1731;dab42843-4e95-4427-baca-6be6b1c9cb22;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T11:22:16Z;2019-09-30T22:22:34Z;;F;Brot de les primeres fulles;51;Biodiversitat a Sant Feliu de Llobregat;271038;http://natusfera.gbif.es/attachments/local_photos/files/271038/large/20190426_Ar%C3%A7blanc-final_floraci%C3%B3_1.jpg?1559560941;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Crataegus monogyna;species;2019-06-03T06:22:16-05:00;T;256667;2019-06-03T09:40:20-05:00;T;256764;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.054573;41.378861
198;F;0;122;2019-06-03T06:18:34-05:00;F;CAT - Infloresc�ncies d'alzina--ESP - Inflorescencias de encina--ENG - Holly oak inflorescences;12;208174;F;2;F;15;T;1;0;1;0;26/04/2019;26/04/2019;Sant Feliu de Llobregat-Torreblanca;24;24;research;Quercus ilex;122;;Madrid;2019-09-30T17:22:34-05:00;http://natusfera.gbif.es/observations/208174;1731;b1196652-7228-47b8-b7c4-8d249e9a1a61;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T11:18:34Z;2019-09-30T22:22:34Z;;F;Primeres flors obertes;51;Biodiversitat a Sant Feliu de Llobregat;271037;http://natusfera.gbif.es/attachments/local_photos/files/271037/large/20190426_alzina_florint-Torreblanca_1.jpg?1559560719;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Quercus ilex;species;2019-06-03T06:18:34-05:00;T;256663;2019-06-03T09:40:24-05:00;T;256765;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05522;41.377421
199;T;0;;2019-06-03T06:14:23-05:00;F;CAT - Inici de la floraci� del taronger--ESP - Inicio de la floraci�n del naranjo--ENG - Orange tree starts blooming;12;208173;F;1;F;15;F;0;0;1;0;28/03/2019;28/03/2019;Sant Joan Desp� - les Begudes;24;24;casual;Citrus sinensis;16376;;Madrid;2019-09-30T17:22:33-05:00;http://natusfera.gbif.es/observations/208173;1731;7ebb2978-d34c-42d3-a659-299a6b767f3b;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T11:14:23Z;2019-09-30T22:22:33Z;;F;Primeres flors obertes;51;Biodiversitat a Sant Feliu de Llobregat;271036;http://natusfera.gbif.es/attachments/local_photos/files/271036/large/20190328_taronger-florit_2.jpg?1559560470;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Citrus sinensis;species;2019-06-03T06:14:24-05:00;T;256662;;;;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.048537;41.377255
200;F;0;1673;2019-06-03T06:07:18-05:00;F;CAT - Aranyoner florit--ESP - Endrino en floraci�n--ENG - Bloomed blackthorn;12;208172;F;2;F;15;T;1;0;1;0;19/03/2019;19/03/2019;Sant Joan Desp� - les Begudes;49;49;research;Prunus spinosa;1673;;Madrid;2019-09-30T17:22:33-05:00;http://natusfera.gbif.es/observations/208172;1731;f441c6a2-d972-41c3-a281-412a063875a0;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T11:07:18Z;2019-09-30T22:22:33Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;271035;http://natusfera.gbif.es/attachments/local_photos/files/271035/large/20190319_aranyoner.jpg?1559560042;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Prunus spinosa;species;2019-06-03T06:07:18-05:00;T;256660;2019-08-01T06:27:21-05:00;T;280295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.052129;41.371748
201;F;0;;2019-06-03T06:02:40-05:00;F;CAT - Malva en plena floraci�--ESP - Malva silvestre en plena floraci�n--ENG - Common mallow blooming;12;208171;F;1;F;15;T;0;0;1;0;21/02/2019;21/02/2019;Sant Joan Desp� - les Begudes;49;49;casual;Malva sylvestris;2061;;Madrid;2019-09-30T17:22:32-05:00;http://natusfera.gbif.es/observations/208171;1731;bfc7bc7f-8826-4a51-a82e-704ae9f5fade;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T11:02:40Z;2019-09-30T22:22:32Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;271034;http://natusfera.gbif.es/attachments/local_photos/files/271034/large/20190221_Malva_sylvestris.jpg?1559559763;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Malva sylvestris;species;2019-06-03T06:02:40-05:00;T;256659;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.047397;41.373203
202;F;0;769;2019-06-03T05:55:17-05:00;F;CAT - Presseguers en plena floraci�--ESP - Melocotoneros en plena floraci�n --ENG - Full blomming peach trees;12;208170;F;2;F;15;T;1;0;1;0;19/02/2019;19/02/2019;Sant Joan Desp� - les Begudes;12;12;research;Prunus persica;769;;Madrid;2019-10-15T05:22:39-05:00;http://natusfera.gbif.es/observations/208170;1731;0f5ad140-e329-4720-aed6-71b0f0cef317;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T10:55:17Z;2019-10-15T10:22:39Z;;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;271033;http://natusfera.gbif.es/attachments/local_photos/files/271033/large/Flor_de_presseguer.jpg?1559559321;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Prunus persica;species;2019-06-03T05:55:17-05:00;T;256657;2019-10-15T05:22:39-05:00;T;302356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05079;41.370904
203;F;0;304;2019-06-03T05:40:46-05:00;F;CAT - Brot de noves fulles--ESP - Brote de nuevas hojas--ENG - Bud of leaves;12;208168;F;3;F;13;T;2;0;1;0;24/02/2019;24/02/2019;Orrius;397;397;research;Arbutus unedo;304;;Madrid;2019-09-30T17:22:31-05:00;http://natusfera.gbif.es/observations/208168;1731;9a9621cd-72da-478c-8127-2ef26e28b5e7;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T10:40:46Z;2019-09-30T22:22:31Z;;F;Brot de les primeres fulles;302;RitmeNatura - Observacions ocasionals;271031;http://natusfera.gbif.es/attachments/local_photos/files/271031/large/20190224_CirererArbo%C3%A7-SerraMarina.jpg?1559558448;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Arbutus unedo;species;2019-06-03T05:40:46-05:00;T;256649;2019-06-03T09:40:45-05:00;T;256766;;;;;2019-06-11T03:29:23-05:00;T;259570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.349812;41.55831
204;T;0;;2019-06-03T05:35:05-05:00;F;CAT - Senesc�ncia foliar de la vinya--ESP - Senescencia foliar de la vi�a--ENG - Leaves senesce of common grape vine;12;208164;F;1;F;14;F;0;0;1;0;08/11/2018;08/11/2018;Sant Feliu de Llobregat - Torreblanca;24;24;casual;vitis vinifera;2075;;Madrid;2019-09-30T17:22:29-05:00;http://natusfera.gbif.es/observations/208164;1731;e96bee12-412d-4824-a477-745f2eab06e9;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T10:35:05Z;2019-09-30T22:22:29Z;;F;Aproximadament el 50% de les fulles grogues o ataronjades;51;Biodiversitat a Sant Feliu de Llobregat;271026;http://natusfera.gbif.es/attachments/local_photos/files/271026/large/20181108_vinya-senesc%C3%A8ncia-Torreblanca_1.jpg?1559558115;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Vitis vinifera;species;2019-06-03T06:08:54-05:00;T;256661;;;;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.053912;41.378663
205;T;0;;2019-06-03T05:31:36-05:00;F;CAT - Pl�tan en plena senesc�ncia foliar--ESP - Pl�tano en plena senescencia foliar--ENG - Plane in leaves senescence;12;208162;F;1;F;14;F;0;0;1;0;08/11/2018;08/11/2018;Sant Feliu de Llobregat - Torreblanca;24;24;casual;Platanus � hispanica;197;;Madrid;2019-09-30T17:22:29-05:00;http://natusfera.gbif.es/observations/208162;1731;d48aca68-7a9d-4d82-908b-e402bcdf7b9e;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T10:31:36Z;2019-09-30T22:22:29Z;;F;Aproximadament el 50% de les fulles grogues o ataronjades;51;Biodiversitat a Sant Feliu de Llobregat;271023;http://natusfera.gbif.es/attachments/local_photos/files/271023/large/20181108_pl%C3%A0tan.jpg?1559557902;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Platanus �hispanica;species;2019-06-03T05:31:36-05:00;T;256638;;;;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.054911;41.377884
206;T;0;;2019-06-03T05:24:54-05:00;F;CAT - Olives madurant--ESP - Aceitunas madurando--ENG - Olives ripening;12;208160;F;1;F;15;F;0;0;1;0;08/11/2018;08/11/2018;Sant Feliu de Llobregat - Centre;12;12;casual;Olea europaea;221;;Madrid;2019-09-30T17:22:28-05:00;http://natusfera.gbif.es/observations/208160;1731;db8e5259-c345-444a-88bb-a53ec57f70e0;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T10:24:54Z;2019-09-30T22:22:28Z;;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);51;Biodiversitat a Sant Feliu de Llobregat;271020;http://natusfera.gbif.es/attachments/local_photos/files/271020/large/20181108_olivera.jpg?1559557497;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Olea europaea;species;2019-06-03T05:24:54-05:00;T;256636;;;;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.044827;41.379491
207;F;0;300;2019-06-03T05:20:56-05:00;F;CAT - Senesc�ncia foliar--ESP - Senescencia foliar--ENG - Leaves senescence;12;208158;F;2;F;15;T;1;0;1;0;08/11/2018;08/11/2018;Sant Feliu de Llobregat - Torreblanca;24;24;research;Crataegus monogyna;300;;Madrid;2019-09-30T17:22:28-05:00;http://natusfera.gbif.es/observations/208158;1731;90f7b77f-0c07-48c5-9ddc-dd47f5beeb72;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T10:20:56Z;2019-09-30T22:22:28Z;;F;Aproximadament el 50% de les fulles grogues o ataronjades;51;Biodiversitat a Sant Feliu de Llobregat;271018;http://natusfera.gbif.es/attachments/local_photos/files/271018/large/20181108_Ar%C3%A7_blanc-Torreblanca_1.jpg?1559557262;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Crataegus monogyna;species;2019-06-03T05:20:56-05:00;T;256634;2019-06-03T09:40:49-05:00;T;256767;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.057392;41.37724
208;F;0;300;2019-06-03T05:18:30-05:00;F;CAT - Ar� blanc amb fruits madurs--ESP - Espino blanco con frutos maduros--ENG - Hawthorn with ripened fruits;12;208157;F;2;F;15;T;1;0;1;0;08/11/2018;08/11/2018;Sant Feliu de Llobregat - Torreblanca;49;49;research;Crataegus monogyna;300;;Madrid;2019-09-30T17:22:27-05:00;http://natusfera.gbif.es/observations/208157;1731;1c6e3881-afb8-48ac-9021-f6d485cb4974;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T10:18:30Z;2019-09-30T22:22:27Z;;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);51;Biodiversitat a Sant Feliu de Llobregat;271017;http://natusfera.gbif.es/attachments/local_photos/files/271017/large/20181108_Ar%C3%A7_blanc-Torreblanca.jpg?1559557115;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Crataegus monogyna;species;2019-06-03T05:18:30-05:00;T;256633;2019-06-03T09:40:53-05:00;T;256768;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.05503;41.378717
209;T;0;304;2019-06-03T05:14:02-05:00;F;CAT - Cirerer d'arbo� madurant fruits--ESP - Madro�o madurando frutos--ENG - Strawberry tree ripening fruits;12;208155;F;3;F;15;F;2;0;1;0;07/11/2018;07/11/2018;Sant Feliu de Llobregat - Can Nadal;12;12;casual;Arbutus unedo;304;;Madrid;2019-09-30T17:22:27-05:00;http://natusfera.gbif.es/observations/208155;1731;efb617e0-18ab-4ad7-b17e-221caaefcc80;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T10:14:02Z;2019-09-30T22:22:27Z;;F;Primers fruits comencen a agafar color;51;Biodiversitat a Sant Feliu de Llobregat;271014;http://natusfera.gbif.es/attachments/local_photos/files/271014/large/20181107_Cirerer_d'arbo%C3%A7_1.jpg?1559556844;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Arbutus unedo;species;2019-06-03T05:14:02-05:00;T;256631;2019-06-03T09:40:57-05:00;T;256769;;;;;2019-06-11T03:31:35-05:00;T;259571;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.045673;41.383344
210;F;0;6322;2019-06-03T05:09:33-05:00;F;CAT - Pomera inicia senesc�ncia foliar.--ESP - Manzano inicia senescencia foliar.--ENG - Apple tree starts leave senescence;12;208154;F;2;F;12;T;1;0;1;0;20/10/2018;20/10/2018;Vall d'en Bas;98;98;research;Malus domestica;6322;;Madrid;2019-09-30T17:22:26-05:00;http://natusfera.gbif.es/observations/208154;1731;319ea8f4-b93e-4eb0-b7c1-b52c3cdb5823;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T10:09:33Z;2019-09-30T22:22:26Z;;F;Aproximadament el 50% de les fulles grogues o ataronjades;314;RitmeNatura - Observacions recurrents;271013;http://natusfera.gbif.es/attachments/local_photos/files/271013/large/20181102_Pomeres-Valld'enBas_1.jpg?1559556575;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Malus domestica;species;2019-06-03T05:09:33-05:00;T;256629;2019-06-03T09:41:01-05:00;T;256770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.442612;42.133005
211;F;0;122;2019-06-03T04:51:55-05:00;F;CAT - Segona florida de l'any de l'anzina--ESP -Segunda floraci�n de a�o de la encina--ENG - Holly oak second bloom of this year;12;208149;F;2;F;14;T;1;0;1;0;20/10/2018;20/10/2018;Sant Feliu de Llobregat-Torreblanca;99;99;research;Quercus ilex;122;;Madrid;2019-09-30T17:22:25-05:00;http://natusfera.gbif.es/observations/208149;1731;b06f7c83-4c9e-47ba-b163-b58a0b67358f;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T09:51:55Z;2019-09-30T22:22:25Z;;F;Primeres flors obertes;51;Biodiversitat a Sant Feliu de Llobregat;271007;http://natusfera.gbif.es/attachments/local_photos/files/271007/large/20181002_alzina_reflorida-Torreblanca_1.jpg?1559555520;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Quercus ilex;species;2019-06-03T04:51:55-05:00;T;256613;2019-06-03T04:53:00-05:00;T;256617;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.054852;41.378067
212;F;0;16376;2019-06-03T04:34:13-05:00;F;CAT - Taronges madurant--ESP - Naranjas madurando--ENG - Oranges ripening;12;208148;F;2;F;9;T;1;0;1;0;19/09/2018;19/09/2018;Sant Feliu de Llobregat-Torreblanca;24;24;research;Citrus sinensis;16376;;Madrid;2019-09-30T17:22:24-05:00;http://natusfera.gbif.es/observations/208148;1731;01da6203-00d9-4c41-97e1-5fc14a0653be;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T09:34:13Z;2019-09-30T22:22:24Z;;F;Primers fruits comencen a agafar color;51;Biodiversitat a Sant Feliu de Llobregat;271006;http://natusfera.gbif.es/attachments/local_photos/files/271006/large/20180919_Taronges.jpg?1559554457;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Citrus sinensis;species;2019-06-03T04:34:13-05:00;T;256612;2019-06-03T04:54:46-05:00;T;256622;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.048544;41.377311
213;F;0;2075;2019-06-03T04:30:18-05:00;F;CAT - Vinya madurant--ESP -Vi�a madurando--ENG - Grapes ripening;12;208147;F;2;F;14;T;1;0;1;0;09/08/2018;09/08/2018;Sant Feliu de Llobregat-Torreblanca;49;49;research;vitis vinifera;2075;;Madrid;2019-09-30T17:22:23-05:00;http://natusfera.gbif.es/observations/208147;1731;00669ec3-4b3f-4413-b0c2-4cae55d613b5;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T09:30:18Z;2019-09-30T22:22:23Z;;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);51;Biodiversitat a Sant Feliu de Llobregat;271005;http://natusfera.gbif.es/attachments/local_photos/files/271005/large/20180809_Vinya-Torreblanca_2.jpg?1559554221;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Vitis vinifera;species;2019-06-03T04:30:18-05:00;T;256609;2019-06-03T04:54:20-05:00;T;256621;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.055098;41.378578
214;F;0;300;2019-06-03T04:28:33-05:00;F;CAT - Inici de la senesc�ncia foliar de l'ar� blanc--ESP - Inicio de la senescencia foliar del espino blanco--ENG - Hawthorn starting leave senescence;12;208145;F;2;F;14;T;1;0;1;0;09/08/2018;09/08/2018;Sant Feliu de Llobregat-Torreblanca;49;49;research;Crataegus monogyna;300;;Madrid;2019-09-30T17:22:23-05:00;http://natusfera.gbif.es/observations/208145;1731;680f5544-b174-4ad3-a022-b322c411e32f;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T09:28:33Z;2019-09-30T22:22:23Z;;F;Primeres fulles esgrogue�des;51;Biodiversitat a Sant Feliu de Llobregat;271003;http://natusfera.gbif.es/attachments/local_photos/files/271003/large/20180809_Ar%C3%A7blanc-Torreblanca_2.jpg?1559554119;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Crataegus monogyna;species;2019-06-03T04:28:33-05:00;T;256604;2019-06-03T04:52:12-05:00;T;256616;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.055098;41.378578
215;F;0;300;2019-06-03T04:25:07-05:00;F;CAT - Ar� blanc madurant fruits--ESP - Espino albar madurando frutos--ENG - Hawthorn ripening fruits;12;208142;F;2;F;14;T;1;0;1;0;09/08/2018;09/08/2018;Sant Feliu de Llobregat-Torreblanca;49;49;research;Crataegus monogyna;300;;Madrid;2019-09-30T17:22:21-05:00;http://natusfera.gbif.es/observations/208142;1731;88a53c90-1c59-41c5-8297-f7cb5f814207;Europe/Madrid;xavi-de-yzaguirre;Plantae;2019-06-03T09:25:07Z;2019-09-30T22:22:21Z;;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);51;Biodiversitat a Sant Feliu de Llobregat;271000;http://natusfera.gbif.es/attachments/local_photos/files/271000/large/20180809_Ar%C3%A7blanc-Torreblanca_1.jpg?1559553913;(c) xavi-de-yzaguirre, algunos derechos reservados (CC BY-NC);;;;;;;;;;Crataegus monogyna;species;2019-06-03T04:25:08-05:00;T;256595;2019-06-03T04:52:03-05:00;T;256615;;;;;;;;;;;;;;;;;;;;;;;314;RitmeNatura - Observacions recurrents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.055098;41.378578
216;F;0;24043;2019-05-31T05:44:36-05:00;F;;12;207281;F;2;F;;T;1;0;4;0;30/05/2019;Thu May 30 2019 20:12:14 GMT+0200 (GMT+2);;5;5;research;Colutea arborescens gallica;24043;2019-05-30T13:12:14-05:00;Africa/Johannesburg;2019-09-30T17:20:36-05:00;http://natusfera.gbif.es/observations/207281;1764;cc11f125-1335-441d-beb1-7db9644cff0f;;david_carrera;Plantae;2019-05-31T10:44:36Z;2019-09-30T22:20:36Z;2019-05-30T18:12:14Z;F;Fruits mig madurs (aproximadament el 50% dels fruits tenen color);302;RitmeNatura - Observacions ocasionals;269972;http://natusfera.gbif.es/attachments/local_photos/files/269972/large/B6BE1B4F-3B0F-4241-AE2E-CE250A96E4C3-large.jpg?1559299506;(c) David Carrera, algunos derechos reservados (CC BY-NC-ND);269973;http://natusfera.gbif.es/attachments/local_photos/files/269973/large/8AFE2398-F8B7-4456-BEDB-5304EC66B211-large.jpg?1559299510;(c) David Carrera, algunos derechos reservados (CC BY-NC-ND);269974;http://natusfera.gbif.es/attachments/local_photos/files/269974/large/781D9912-38CC-4EED-ABF3-BD87B040B6CF-large.jpg?1559299513;(c) David Carrera, algunos derechos reservados (CC BY-NC-ND);269975;http://natusfera.gbif.es/attachments/local_photos/files/269975/large/0324BEAA-E387-4C60-BEC4-A06CBD47B0F3-large.jpg?1559299517;(c) David Car;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;F;0;;2019-05-31T05:44:15-05:00;F;;12;207275;F;1;F;;T;0;0;2;0;30/05/2019;Thu May 30 2019 20:08:16 GMT+0200 (GMT+2);;5;5;casual;Gomphocarpus fruticosus;367;2019-05-30T13:08:16-05:00;Africa/Johannesburg;2019-09-30T17:20:31-05:00;http://natusfera.gbif.es/observations/207275;1764;8e660a12-b471-479e-9f90-ec059c6e1f92;;david_carrera;Plantae;2019-05-31T10:44:15Z;2019-09-30T22:20:31Z;2019-05-30T18:08:16Z;F;Plena floraci� (50% de les flors obertes, primers p�tals caiguts o secs);302;RitmeNatura - Observacions ocasionals;269965;http://natusfera.gbif.es/attachments/local_photos/files/269965/large/C452C947-C988-4787-881E-44BE537306CA-large.jpg?1559299479;(c) David Carrera, algunos derechos reservados (CC BY-NC-ND);269966;http://natusfera.gbif.es/attachments/local_photos/files/269966/large/1F9BCC84-BE65-4C3E-BCF2-CDAAD9BB6DBA-large.jpg?1559299483;(c) David Carrera, algunos derechos reservados (CC BY-NC-ND);;;;;;;Gomphocarpus fruticosus;species;2019-05-31T05:44:15-05:00;T;255765;;;;5;;;;;;;;;;;;;;;;;;;;;;182;Esp�cies ex�tiques de Catalunya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.162209824;41.36023922
